file,line,kind,func,context
src/composing/analysis/joint/jointadapter.cpp,449,ternary,bassLogp,"const std::string mode = isMajor ? ""M"" : ""m"";"
src/composing/analysis/joint/jointadapter.cpp,453,if,bassLogp,if (rit != m_tables.t4.rows.end()) {
src/composing/analysis/joint/jointadapter.cpp,459,if,bassLogp,if (dist == nullptr) {
src/composing/analysis/joint/jointadapter.cpp,466,if,bassLogp,if (p <= 0.0) {
src/composing/analysis/joint/jointadapter.cpp,476,if,factorAbsentLogp,if (it == m_tables.factorAbsent.end()) {
src/composing/analysis/joint/jointadapter.cpp,486,ternary,boundaryLogp,const auto& fermMap = fermCtx ? m_tables.fermBoundaryFerm : m_tables.fermBoundaryNoFerm;
src/composing/analysis/joint/jointadapter.cpp,490,if,boundaryLogp,if (fit != fermMap.end() && fit->second.present && fit->second.reliable) {
src/composing/analysis/joint/jointadapter.cpp,494,if,boundaryLogp,if (!haveP) {
src/composing/analysis/joint/jointadapter.cpp,496,if,boundaryLogp,if (bit != m_tables.boundaryProb.end()) {
src/composing/analysis/joint/jointadapter.cpp,501,if,boundaryLogp,if (!haveP) {
src/composing/analysis/joint/jointadapter.cpp,505,ternary,boundaryLogp,return std::log(isBoundary ? p : (1.0 - p));
src/composing/analysis/joint/jointdecoder.cpp,61,ternary,stateEnc,"return std::to_string(tonic) + ""|"" + (major ? ""1"" : ""0"") + ""|"" + ckey;"
src/composing/analysis/joint/jointdecoder.cpp,66,ternary,keyEnc,"return std::to_string(tonic) + ""|"" + (major ? ""1"" : ""0"");"
src/composing/analysis/joint/jointdecoder.cpp,71,ternary,keyString,"return pcKeyName(tonic) + (major ? ""maj"" : ""min"");"
src/composing/analysis/joint/jointdecoder.cpp,76,if,eventBassPc,if (noteIdx.empty()) {
src/composing/analysis/joint/jointdecoder.cpp,82,if,eventBassPc,if (p.notes[idx].midi < loMidi) {
src/composing/analysis/joint/jointdecoder.cpp,103,if,prepare,if (n.measure == 0) {
src/composing/analysis/joint/jointdecoder.cpp,109,if,prepare,if (i >= 0 && i < static_cast<long>(nEv)
src/composing/analysis/joint/jointdecoder.cpp,126,if,prepare,if (n.measure != 0) {
src/composing/analysis/joint/jointdecoder.cpp,136,if,prepare,if (n.measure == 0 || n.ferm == 0) {
src/composing/analysis/joint/jointdecoder.cpp,149,ternary,prepare,evFermCtx[e] = (own || endsAtStart || beginsAtEnd) ? 1 : 0;
src/composing/analysis/joint/jointdecoder.cpp,159,if,overlapPcs,if (ln[0] >= end) {
src/composing/analysis/joint/jointdecoder.cpp,162,if,overlapPcs,if (ln[1] > start) {
src/composing/analysis/joint/jointdecoder.cpp,175,if,approachWindowPcs,if (ln[0] >= t0) {
src/composing/analysis/joint/jointdecoder.cpp,178,if,approachWindowPcs,if (ln[1] > lo) {
src/composing/analysis/joint/jointdecoder.cpp,190,if,chromaticRootPc,if (!fr.valid) {
src/composing/analysis/joint/jointdecoder.cpp,193,if,chromaticRootPc,if (fr.hasRoot) {
src/composing/analysis/joint/jointdecoder.cpp,196,if,chromaticRootPc,"if (cls.quality() == ""AugSixth"") {"
src/composing/analysis/joint/jointdecoder.cpp,199,if,chromaticRootPc,"if (cls.quality() == ""Neapolitan"") {"
src/composing/analysis/joint/jointdecoder.cpp,209,if,get,if (it != m_cache.end()) {
src/composing/analysis/joint/jointdecoder.cpp,215,if,get,if (info.fac.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,219,ternary,get,info.root = (r >= 0) ? std::optional<int>(r) : std::nullopt;
src/composing/analysis/joint/jointdecoder.cpp,235,if,Vocabulary,"if (!startsWith(outcome.first, guillemet) && outcome.first != ""BASE"") {"
src/composing/analysis/joint/jointdecoder.cpp,242,if,Vocabulary,"if (kv.first != ""BASE"" && !startsWith(kv.first, guillemet)) {"
src/composing/analysis/joint/jointdecoder.cpp,249,if,Vocabulary,"if (lc.rawUnnormalized() || lc.quality() == ""triad"" || lc.quality() == ""seventh"") {"
src/composing/analysis/joint/jointdecoder.cpp,253,if,Vocabulary,if (seen.insert(ck).second) {
src/composing/analysis/joint/jointdecoder.cpp,262,if,Vocabulary,if (!lc.rawUnnormalized() && seen.insert(ck).second) {
src/composing/analysis/joint/jointdecoder.cpp,272,ternary,find,return it != m_index.end() ? &m_ordered[it->second].second : nullptr;
src/composing/analysis/joint/jointdecoder.cpp,289,if,segmentFeatures,if (!info.mem.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,307,ternary,segmentFeatures,"const std::string family = seventh ? ""seventh"" : ""triad"";"
src/composing/analysis/joint/jointdecoder.cpp,309,if,segmentFeatures,if (info.fac.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,315,if,segmentFeatures,if (!piece.evBass[e].has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,319,ternary,segmentFeatures,const std::string* rolePtr = (it != facPc.end()) ? &it->second : nullptr;
src/composing/analysis/joint/jointdecoder.cpp,323,if,segmentFeatures,if (info.fac.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,325,if,segmentFeatures,if (!((segPcs >> f.pc) & 1u)) {
src/composing/analysis/joint/jointdecoder.cpp,376,if,cadenceFired,if (i > 0 && i < nEv) {
src/composing/analysis/joint/jointdecoder.cpp,380,if,cadenceFired,if (i + 1 < nEv) {
src/composing/analysis/joint/jointdecoder.cpp,382,if,cadenceFired,if (arrStrong && fermAt(i + 1) && (piece.events[i + 1].mc == 2 || piece.events[i + 1].mc == 3)) {
src/composing/analysis/joint/jointdecoder.cpp,406,ternary,candidateKeys,"scored.push_back({ -ov, t, m ? 0 : 1, t, m });"
src/composing/analysis/joint/jointdecoder.cpp,416,if,candidateKeys,if (sigKey.has_value()
src/composing/analysis/joint/jointdecoder.cpp,438,if,candidateStates,if (!info.root.has_value() || !((onsetPcs >> *info.root) & 1u)) {
src/composing/analysis/joint/jointdecoder.cpp,441,if,candidateStates,if (!info.mem.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,445,if,candidateStates,"if (present < std::min(2, popcount(*info.mem))) {"
src/composing/analysis/joint/jointdecoder.cpp,448,if,candidateStates,if ((nOnset - present) > maxNcts) {
src/composing/analysis/joint/jointdecoder.cpp,463,ternary,segmentContentScore,"return feat.valid ? weightedContent(feat, adapter.weights()) : NEG_INF;"
src/composing/analysis/joint/jointdecoder.cpp,493,if,computePosteriorSlice,if (committedCls) {
src/composing/analysis/joint/jointdecoder.cpp,497,if,computePosteriorSlice,if (!info.root.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,501,if,computePosteriorSlice,if (sc == NEG_INF) {
src/composing/analysis/joint/jointdecoder.cpp,504,if,computePosteriorSlice,if (t == s.tonicPc && m == s.isMajor) {
src/composing/analysis/joint/jointdecoder.cpp,516,if,computePosteriorSlice,if (!info.root.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,521,if,computePosteriorSlice,if (sc == NEG_INF) {
src/composing/analysis/joint/jointdecoder.cpp,524,if,computePosteriorSlice,if (cp->first == s.classKey) {
src/composing/analysis/joint/jointdecoder.cpp,552,if,decodePiece,if (sigFifths.has_value()) {
src/composing/analysis/joint/jointdecoder.cpp,554,if,decodePiece,"if (collectionFifths(t, true) == *sigFifths) {"
src/composing/analysis/joint/jointdecoder.cpp,581,if,decodePiece,if (a.keys.size() != b.keys.size()) {
src/composing/analysis/joint/jointdecoder.cpp,584,if,decodePiece,if (a.ticks != b.ticks) {
src/composing/analysis/joint/jointdecoder.cpp,591,if,decodePiece,if (bstateEnc == kStartEnc) {
src/composing/analysis/joint/jointdecoder.cpp,601,ternary,decodePiece,"s.keys.emplace_back(e.tonic, e.major ? 0 : 1, e.ckey);"
src/composing/analysis/joint/jointdecoder.cpp,613,ternary,decodePiece,"s.keys.emplace_back(tonic, major ? 0 : 1, ckey);"
src/composing/analysis/joint/jointdecoder.cpp,619,if,decodePiece,if (aScore != bScore) {
src/composing/analysis/joint/jointdecoder.cpp,627,if,decodePiece,if (aVal != bVal) {
src/composing/analysis/joint/jointdecoder.cpp,643,if,decodePiece,if (it != overlapCache.end()) {
src/composing/analysis/joint/jointdecoder.cpp,653,if,decodePiece,if (it != candCache.end()) {
src/composing/analysis/joint/jointdecoder.cpp,661,if,decodePiece,if (it != contentCache.end()) {
src/composing/analysis/joint/jointdecoder.cpp,666,ternary,decodePiece,"const double v = feat.valid ? weightedContent(feat, w) : NEG_INF;"
src/composing/analysis/joint/jointdecoder.cpp,671,if,decodePiece,if (!cadenceOn || i <= 0) {
src/composing/analysis/joint/jointdecoder.cpp,677,ternary,decodePiece,"? it->second : cadCache.emplace(k, cadenceFired(piece, i, tonic, major)).first->second;"
src/composing/analysis/joint/jointdecoder.cpp,686,if,decodePiece,if (fired[f]) {
src/composing/analysis/joint/jointdecoder.cpp,706,if,decodePiece,if (s.ready) {
src/composing/analysis/joint/jointdecoder.cpp,716,if,decodePiece,if (kit == s.keyIdx.end()) {
src/composing/analysis/joint/jointdecoder.cpp,722,if,decodePiece,"if (betterPrefix(e.score, stateEnc(e.tonic, e.major, e.ckey),"
src/composing/analysis/joint/jointdecoder.cpp,735,if,decodePiece,if (!V[i].hasStart && V[i].states.empty()) {
src/composing/analysis/joint/jointdecoder.cpp,748,if,decodePiece,if (kchg.find(tkey) != kchg.end()) {
src/composing/analysis/joint/jointdecoder.cpp,753,if,decodePiece,if (kb.tonic == tt && kb.major == tm) {
src/composing/analysis/joint/jointdecoder.cpp,759,if,decodePiece,"if (!kc.hasArg || betterPrefix(val, candEnc, kc.best, kc.backEnc, i)) {"
src/composing/analysis/joint/jointdecoder.cpp,773,if,decodePiece,if (cscore == NEG_INF) {
src/composing/analysis/joint/jointdecoder.cpp,784,if,decodePiece,if (sm.hasStart) {
src/composing/analysis/joint/jointdecoder.cpp,787,if,decodePiece,"if (!haveBack || better(tin, i, kStartEnc, tonic, major, ckey,"
src/composing/analysis/joint/jointdecoder.cpp,795,if,decodePiece,if (pcIt != sm.perClass.end()) {
src/composing/analysis/joint/jointdecoder.cpp,801,if,decodePiece,"if (!haveBack || better(tin, i, candEnc, tonic, major, ckey,"
src/composing/analysis/joint/jointdecoder.cpp,809,if,decodePiece,if (kcIt != kchg.end() && kcIt->second.hasArg) {
src/composing/analysis/joint/jointdecoder.cpp,811,if,decodePiece,"if (!haveBack || better(tin, i, kcIt->second.backEnc, tonic, major, ckey,"
src/composing/analysis/joint/jointdecoder.cpp,816,if,decodePiece,if (!haveBack) {
src/composing/analysis/joint/jointdecoder.cpp,822,if,decodePiece,if (exist == bh.idx.end()) {
src/composing/analysis/joint/jointdecoder.cpp,827,if,decodePiece,"if (better(score, backI, backEnc, tonic, major, ckey,"
src/composing/analysis/joint/jointdecoder.cpp,838,if,decodePiece,if (V[N].states.empty()) {
src/composing/analysis/joint/jointdecoder.cpp,848,if,decodePiece,"if (better(a.score, a.backI, a.backEnc, a.tonic, a.major, a.ckey,"
src/composing/analysis/joint/jointdecoder.cpp,863,if,decodePiece,if (it == V[jj].idx.end()) {
src/composing/analysis/joint/jointdecoder.cpp,898,if,loadPiecesFromNoteEvents,if (!f) {
src/composing/analysis/joint/jointdecoder.cpp,906,if,loadPiecesFromNoteEvents,if (!jerr.empty()) {
src/composing/analysis/joint/jointdecoder.cpp,928,ternary,loadPiecesFromNoteEvents,ev.ferm = a.size() > 5 ? a.at(5).toInt() : 0;
src/composing/analysis/joint/jointdecoder.cpp,947,ternary,loadPiecesFromNoteEvents,n.ferm = a.size() > 12 ? a.at(12).toInt() : 0;
src/composing/analysis/joint/jointfactadapter.cpp,69,if,beatClass,if (nQuarter <= 0) {
src/composing/analysis/joint/jointfactadapter.cpp,72,if,beatClass,if (pos != std::trunc(pos)) {          // Python: pos != int(pos)
src/composing/analysis/joint/jointfactadapter.cpp,76,if,beatClass,if (ib == 1) {
src/composing/analysis/joint/jointfactadapter.cpp,79,if,beatClass,if (ib == 3 && nQuarter == 4) {
src/composing/analysis/joint/jointfactadapter.cpp,116,if,beatDurTicks,if (denominator <= 0) {
src/composing/analysis/joint/jointfactadapter.cpp,119,if,beatDurTicks,if (denominator == 8 && numerator > 3 && numerator % 3 == 0) {
src/composing/analysis/joint/jointfactadapter.cpp,134,if,buildGrid,if (!first) {
src/composing/analysis/joint/jointfactadapter.cpp,144,if,buildGrid,if (nl <= 0) {
src/composing/analysis/joint/jointfactadapter.cpp,148,if,buildGrid,if (segs.empty() || segs.back().nominal != nl || segs.back().beatDur != bd) {
src/composing/analysis/joint/jointfactadapter.cpp,154,if,buildGrid,for (const Seg& s : segs) { if (s.start <= pos) { v = s.nominal; } else { break; } }
src/composing/analysis/joint/jointfactadapter.cpp,159,if,buildGrid,for (const Seg& s : segs) { if (s.start <= pos) { v = s.beatDur; } else { break; } }
src/composing/analysis/joint/jointfactadapter.cpp,160,ternary,buildGrid,return v > 0 ? v : kTicksPerQuarter;
src/composing/analysis/joint/jointfactadapter.cpp,165,if,buildGrid,if (firstNominal > 0 && firstActual > 0 && firstActual < firstNominal) {
src/composing/analysis/joint/jointfactadapter.cpp,172,if,buildGrid,if (g.hasPickup) {
src/composing/analysis/joint/jointfactadapter.cpp,178,if,buildGrid,if (L <= 0) {
src/composing/analysis/joint/jointfactadapter.cpp,185,if,buildGrid,if (g.meas.empty()) {
src/composing/analysis/joint/jointfactadapter.cpp,196,if,gridIndexOf,if (g.meas[mid].downbeat <= tick) {
src/composing/analysis/joint/jointfactadapter.cpp,207,ternary,measureNumberOf,"return g.meas.empty() ? 0 : g.meas[gridIndexOf(g, tick)].number;"
src/composing/analysis/joint/jointfactadapter.cpp,214,if,notePaddedBeat,if (g.meas.empty()) {
src/composing/analysis/joint/jointfactadapter.cpp,218,ternary,notePaddedBeat,const int bd = (g.meas[i].beatDur > 0) ? g.meas[i].beatDur : kTicksPerQuarter;
src/composing/analysis/joint/jointfactadapter.cpp,220,if,notePaddedBeat,if (i == 0 && g.hasPickup) {
src/composing/analysis/joint/jointfactadapter.cpp,258,if,eventMeasureBeat,if (em.byStart.empty()) {
src/composing/analysis/joint/jointfactadapter.cpp,264,if,eventMeasureBeat,if (em.byStart[mid].first <= tick) {
src/composing/analysis/joint/jointfactadapter.cpp,290,if,melodic,if (dir < 0 ? (o < curOnset) : (o > curOnset)) {
src/composing/analysis/joint/jointfactadapter.cpp,290,ternary,melodic,if (dir < 0 ? (o < curOnset) : (o > curOnset)) {
src/composing/analysis/joint/jointfactadapter.cpp,291,if,melodic,if (!have || (dir < 0 ? (o > adjOnset) : (o < adjOnset))) {
src/composing/analysis/joint/jointfactadapter.cpp,291,ternary,melodic,if (!have || (dir < 0 ? (o > adjOnset) : (o < adjOnset))) {
src/composing/analysis/joint/jointfactadapter.cpp,297,if,melodic,if (!have) {
src/composing/analysis/joint/jointfactadapter.cpp,304,if,melodic,if (std::get<0>(nd) != adjOnset) {
src/composing/analysis/joint/jointfactadapter.cpp,308,if,melodic,if (!picked || std::abs(md - curMidi) < std::abs(otherMidi - curMidi)) {
src/composing/analysis/joint/jointfactadapter.cpp,314,ternary,melodic,const bool contiguous = (dir < 0) ? (adjOnset + otherDur == curOnset)
src/composing/analysis/joint/jointfactadapter.cpp,316,if,melodic,if (!contiguous) {
src/composing/analysis/joint/jointfactadapter.cpp,319,ternary,melodic,return (std::abs(otherMidi - curMidi) <= 2) ? MV_STEP : MV_LEAP;
src/composing/analysis/joint/jointfactadapter.cpp,329,if,buildAdapterFacts,if (!score) {
src/composing/analysis/joint/jointfactadapter.cpp,344,if,buildAdapterFacts,if (ts.numerator() > 0 && ts.denominator() > 0) {
src/composing/analysis/joint/jointfactadapter.cpp,348,if,buildAdapterFacts,if (!sigs.empty()) {
src/composing/analysis/joint/jointfactadapter.cpp,358,if,buildAdapterFacts,if (score->nstaves() > 0 && score->staff(0)) {
src/composing/analysis/joint/jointfactadapter.cpp,362,if,buildAdapterFacts,if (km == KeyMode::MAJOR || km == KeyMode::IONIAN) {
src/composing/analysis/joint/jointfactadapter.cpp,364,else-if,buildAdapterFacts,} else if (km == KeyMode::MINOR || km == KeyMode::AEOLIAN) {
src/composing/analysis/joint/jointfactadapter.cpp,381,ternary,buildAdapterFacts,const Part* pt = st ? st->part() : nullptr;
src/composing/analysis/joint/jointfactadapter.cpp,382,ternary,buildAdapterFacts,const auto it = pt ? partIndex.find(pt) : partIndex.end();
src/composing/analysis/joint/jointfactadapter.cpp,383,ternary,buildAdapterFacts,staffToPart[static_cast<int>(s)] = (it != partIndex.end()) ? it->second : static_cast<int>(s);
src/composing/analysis/joint/jointfactadapter.cpp,393,if,buildAdapterFacts,if (nn.isGrace) {
src/composing/analysis/joint/jointfactadapter.cpp,396,if,buildAdapterFacts,if (nn.duration <= 0) {
src/composing/analysis/joint/jointfactadapter.cpp,399,if,buildAdapterFacts,if (excludeStaves.count(static_cast<size_t>(nn.staff))) {
src/composing/analysis/joint/jointfactadapter.cpp,411,ternary,buildAdapterFacts,n.part = (pit != staffToPart.end()) ? pit->second : nn.staff;
src/composing/analysis/joint/jointfactadapter.cpp,417,ternary,buildAdapterFacts,n.tied = nn.tieContinuation ? 1 : 0;
src/composing/analysis/joint/jointfactadapter.cpp,418,ternary,buildAdapterFacts,n.ferm = nn.hasFermata ? 1 : 0;
src/composing/analysis/joint/jointfactadapter.cpp,431,ternary,buildAdapterFacts,return notes[a].onset != notes[b].onset ? notes[a].onset < notes[b].onset
src/composing/analysis/joint/jointfactadapter.cpp,447,if,buildAdapterFacts,if (a.onset != b.onset) {
src/composing/analysis/joint/jointfactadapter.cpp,450,if,buildAdapterFacts,if (a.part != b.part) {
src/composing/analysis/joint/jointfactadapter.cpp,472,if,buildAdapterFacts,if (n.onset <= a && n.onset + n.dur >= b) {
src/composing/analysis/joint/jointfactadapter.cpp,474,if,buildAdapterFacts,if (n.ferm != 0) {
src/composing/analysis/joint/jointfactadapter.cpp,479,if,buildAdapterFacts,if (!anySounding) {
src/composing/analysis/joint/jointfactadapter.cpp,489,ternary,buildAdapterFacts,ev.ferm = anyFerm ? 1 : 0;
src/composing/analysis/joint/jointnotationproducer.cpp,42,if,produceNotationRecord,if (!tables.loaded) {
src/composing/analysis/joint/jointnotationproducer.cpp,50,if,produceNotationRecord,if (!adapter.loaded()) {
src/composing/analysis/joint/jointnotationproducer.cpp,68,if,produceNotationRecord,if (!fx.ok) {
src/composing/analysis/joint/jointnotationproducer.cpp,80,if,spanViewSegments,if (startTick >= endTick) {
src/composing/analysis/joint/jointnotationproducer.cpp,85,if,spanViewSegments,if (s.startTick < endTick && s.endTick > startTick) {   // overlap
src/composing/analysis/joint/jointnotationproducer.cpp,97,if,noteView,if (s.startTick <= tick && tick < s.endTick) {   // containing segment; a boundary tick belongs
src/composing/analysis/joint/jointnotationproducer.cpp,101,ternary,noteView,v.slice = (i < static_cast<int>(rec.slices.size())) ? &rec.slices[i] : nullptr;
src/composing/analysis/joint/jointnotationrecord.cpp,49,if,recordDiatonicToKey,if (!cls.target().empty()) {
src/composing/analysis/joint/jointnotationrecord.cpp,53,if,recordDiatonicToKey,"if (q == ""AugSixth"" || q == ""Neapolitan"") {"
src/composing/analysis/joint/jointnotationrecord.cpp,57,if,recordDiatonicToKey,if (!d.empty() && (d[0] == 'b' || d[0] == '#')) {
src/composing/analysis/joint/jointnotationrecord.cpp,75,if,recordAugSixthSubType,if (i < 0 || j <= i || j > static_cast<int>(piece.events.size())) {
src/composing/analysis/joint/jointnotationrecord.cpp,82,if,recordAugSixthSubType,if (hasFlat3) {
src/composing/analysis/joint/jointnotationrecord.cpp,85,if,recordAugSixthSubType,if (has2) {
src/composing/analysis/joint/jointnotationrecord.cpp,127,ternary,computeModalReading,+ (run.isMajor ? 0 : 3);
src/composing/analysis/joint/jointnotationrecord.cpp,132,if,computeModalReading,if (n.measure == 0 || n.onset < run.startTick || n.onset >= run.endTick) {
src/composing/analysis/joint/jointnotationrecord.cpp,164,if,bassFactorRole,if (!bassPc.has_value() || !info.fac.has_value()) {
src/composing/analysis/joint/jointnotationrecord.cpp,168,if,bassFactorRole,if (f.pc == *bassPc) {
src/composing/analysis/joint/jointnotationrecord.cpp,185,if,assembleNotationRecord,if (!piece.events.empty()) {
src/composing/analysis/joint/jointnotationrecord.cpp,201,ternary,assembleNotationRecord,const int sigRef = sigFifths.has_value() ? *sigFifths : 0;
src/composing/analysis/joint/jointnotationrecord.cpp,221,ternary,assembleNotationRecord,const LabelClass resolved = cls ? *cls : classFromKey(s.classKey);
src/composing/analysis/joint/jointnotationrecord.cpp,228,if,assembleNotationRecord,if (info.fac.has_value()) {
src/composing/analysis/joint/jointnotationrecord.cpp,242,if,assembleNotationRecord,if (!bf.role.empty() && rs.rootSpellingLof.has_value() && info.root.has_value()
