file,line,value,func,context
src/composing/analysis/joint/jointdecoder.cpp,44,4,<file-scope>,"const std::array<std::string, 4> kMcName = { ""downbeat"", ""mid_strong"", ""other_tactus"", ""sub_tactus"" };"
src/composing/analysis/joint/jointdecoder.cpp,45,3,<file-scope>,"const std::array<std::string, 3> kMvName = { ""none"", ""step"", ""leap"" };"
src/composing/analysis/joint/jointdecoder.cpp,131,3,prepare,"[](const std::array<int, 3>& a, const std::array<int, 3>& b) { return a[0] < b[0]; });"
src/composing/analysis/joint/jointdecoder.cpp,131,3,prepare,"[](const std::array<int, 3>& a, const std::array<int, 3>& b) { return a[0] < b[0]; });"
src/composing/analysis/joint/jointdecoder.cpp,158,3,overlapPcs,"for (const std::array<int, 3>& ln : liveNotes) {"
src/composing/analysis/joint/jointdecoder.cpp,163,2,overlapPcs,m |= static_cast<PcMask>(1u << ln[2]);
src/composing/analysis/joint/jointdecoder.cpp,174,3,approachWindowPcs,"for (const std::array<int, 3>& ln : liveNotes) {"
src/composing/analysis/joint/jointdecoder.cpp,179,2,approachWindowPcs,m |= static_cast<PcMask>(1u << ln[2]);
src/composing/analysis/joint/jointdecoder.cpp,279,0.0,<file-scope>,"double emission = 0.0, spelling = 0.0, bass = 0.0, missing = 0.0, boundary = 0.0;"
src/composing/analysis/joint/jointdecoder.cpp,279,0.0,<file-scope>,"double emission = 0.0, spelling = 0.0, bass = 0.0, missing = 0.0, boundary = 0.0;"
src/composing/analysis/joint/jointdecoder.cpp,279,0.0,<file-scope>,"double emission = 0.0, spelling = 0.0, bass = 0.0, missing = 0.0, boundary = 0.0;"
src/composing/analysis/joint/jointdecoder.cpp,279,0.0,<file-scope>,"double emission = 0.0, spelling = 0.0, bass = 0.0, missing = 0.0, boundary = 0.0;"
src/composing/analysis/joint/jointdecoder.cpp,279,0.0,<file-scope>,"double emission = 0.0, spelling = 0.0, bass = 0.0, missing = 0.0, boundary = 0.0;"
src/composing/analysis/joint/jointdecoder.cpp,306,4,segmentFeatures,const bool seventh = info.fac.has_value() && info.fac->size() == 4;
src/composing/analysis/joint/jointdecoder.cpp,346,5,weightedContent,const double terms[5] = {
src/composing/analysis/joint/jointdecoder.cpp,350,5,weightedContent,"return neumaierSum(terms, 5);"
src/composing/analysis/joint/jointdecoder.cpp,356,4,cadenceFired,"std::array<bool, 4> cadenceFired(const Piece& piece, int i, int tonic, [[maybe_unused]] bool isMajor)"
src/composing/analysis/joint/jointdecoder.cpp,358,11,cadenceFired,const int lt = normalizePc(tonic + 11);
src/composing/analysis/joint/jointdecoder.cpp,359,5,cadenceFired,const int fourth = normalizePc(tonic + 5);
src/composing/analysis/joint/jointdecoder.cpp,360,7,cadenceFired,const int fifth = normalizePc(tonic + 7);
src/composing/analysis/joint/jointdecoder.cpp,382,2,cadenceFired,if (arrStrong && fermAt(i + 1) && (piece.events[i + 1].mc == 2 || piece.events[i + 1].mc == 3)) {
src/composing/analysis/joint/jointdecoder.cpp,382,3,cadenceFired,if (arrStrong && fermAt(i + 1) && (piece.events[i + 1].mc == 2 || piece.events[i + 1].mc == 3)) {
src/composing/analysis/joint/jointdecoder.cpp,389,4,cadenceFired,"std::array<bool, 4> fired{};   // leading_tone, tritone_pair, dominant_tonic_bass, fermata_location"
src/composing/analysis/joint/jointdecoder.cpp,392,2,cadenceFired,fired[2] = apBass.has_value() && arBass.has_value() && (*apBass == fifth) && (*arBass == one);
src/composing/analysis/joint/jointdecoder.cpp,393,3,cadenceFired,fired[3] = ferm;
src/composing/analysis/joint/jointdecoder.cpp,402,24,candidateKeys,scored.reserve(24);
src/composing/analysis/joint/jointdecoder.cpp,403,12,candidateKeys,for (int t = 0; t < 12; ++t) {
src/composing/analysis/joint/jointdecoder.cpp,445,2,candidateStates,"if (present < std::min(2, popcount(*info.mem))) {"
src/composing/analysis/joint/jointdecoder.cpp,494,12,computePosteriorSlice,for (int t = 0; t < 12; ++t) {
src/composing/analysis/joint/jointdecoder.cpp,553,12,decodePiece,for (int t = 0; t < 12 && !sigKey.has_value(); ++t) {
src/composing/analysis/joint/jointdecoder.cpp,563,0.0,decodePiece,double startScore = 0.0;
src/composing/analysis/joint/jointdecoder.cpp,569,0.0,decodePiece,V[0].startScore = 0.0;
src/composing/analysis/joint/jointdecoder.cpp,637,4,decodePiece,"std::unordered_map<std::string, std::array<bool, 4> > cadCache;"
src/composing/analysis/joint/jointdecoder.cpp,638,100000,decodePiece,"auto ijKey = [](int i, int j) { return static_cast<long long>(i) * 100000 + j; };"
src/composing/analysis/joint/jointdecoder.cpp,672,0.0,decodePiece,return 0.0;
src/composing/analysis/joint/jointdecoder.cpp,676,4,decodePiece,"const std::array<bool, 4>& fired = (it != cadCache.end())"
src/composing/analysis/joint/jointdecoder.cpp,678,4,decodePiece,"static const std::array<const char*, 4> names = { ""leading_tone"", ""tritone_pair"","
src/composing/analysis/joint/jointdecoder.cpp,683,4,decodePiece,double terms[4];
src/composing/analysis/joint/jointdecoder.cpp,685,4,decodePiece,for (int f = 0; f < 4; ++f) {
src/composing/analysis/joint/jointdecoder.cpp,698,0.0,decodePiece,double startScore = 0.0;
src/composing/analysis/joint/jointdecoder.cpp,771,2,decodePiece,const std::string& ckey = std::get<2>(c);
src/composing/analysis/joint/jointdecoder.cpp,925,2,loadPiecesFromNoteEvents,ev.measure = a.at(2).toInt();
src/composing/analysis/joint/jointdecoder.cpp,926,3,loadPiecesFromNoteEvents,ev.beat = a.at(3).toDouble();
src/composing/analysis/joint/jointdecoder.cpp,927,4,loadPiecesFromNoteEvents,ev.mc = a.at(4).toInt();
src/composing/analysis/joint/jointdecoder.cpp,928,5,loadPiecesFromNoteEvents,ev.ferm = a.size() > 5 ? a.at(5).toInt() : 0;
src/composing/analysis/joint/jointdecoder.cpp,928,5,loadPiecesFromNoteEvents,ev.ferm = a.size() > 5 ? a.at(5).toInt() : 0;
src/composing/analysis/joint/jointdecoder.cpp,937,2,loadPiecesFromNoteEvents,n.pc = a.at(2).toInt();
src/composing/analysis/joint/jointdecoder.cpp,938,3,loadPiecesFromNoteEvents,n.midi = a.at(3).toInt();
src/composing/analysis/joint/jointdecoder.cpp,939,4,loadPiecesFromNoteEvents,n.lof = a.at(4).toInt();
src/composing/analysis/joint/jointdecoder.cpp,940,5,loadPiecesFromNoteEvents,n.part = a.at(5).toInt();
src/composing/analysis/joint/jointdecoder.cpp,941,6,loadPiecesFromNoteEvents,n.measure = a.at(6).toInt();
src/composing/analysis/joint/jointdecoder.cpp,942,7,loadPiecesFromNoteEvents,n.beat = a.at(7).toDouble();
src/composing/analysis/joint/jointdecoder.cpp,943,8,loadPiecesFromNoteEvents,n.mc = a.at(8).toInt();
src/composing/analysis/joint/jointdecoder.cpp,944,9,loadPiecesFromNoteEvents,n.ap = a.at(9).toInt();
src/composing/analysis/joint/jointdecoder.cpp,945,10,loadPiecesFromNoteEvents,n.dp = a.at(10).toInt();
src/composing/analysis/joint/jointdecoder.cpp,946,11,loadPiecesFromNoteEvents,n.tied = a.at(11).toInt();
src/composing/analysis/joint/jointdecoder.cpp,947,12,loadPiecesFromNoteEvents,n.ferm = a.size() > 12 ? a.at(12).toInt() : 0;
src/composing/analysis/joint/jointdecoder.cpp,947,12,loadPiecesFromNoteEvents,n.ferm = a.size() > 12 ? a.at(12).toInt() : 0;
src/composing/analysis/joint/jointdecoder.h,50,0.0,<file-scope>,double beat = 0.0;
src/composing/analysis/joint/jointdecoder.h,56,0.0,<file-scope>,double beat = 0.0;
src/composing/analysis/joint/jointdecoder.h,71,3,<file-scope>,"std::vector<std::array<int, 3> > liveNotes;       // (onset, offset, pc) for non-anacrusis notes, by onset"
src/composing/analysis/joint/jointdecoder.h,122,0.0,<file-scope>,double totalScore = 0.0;
src/composing/analysis/joint/jointembeddedartifacts.h,67,5,<file-scope>,"extern const std::array<const EmbeddedBlob*, 5> kTableArtifacts;"
src/composing/analysis/joint/jointfactadapter.cpp,53,480,<file-scope>,constexpr int kTicksPerQuarter = 480;
src/composing/analysis/joint/jointfactadapter.cpp,56,2,<file-scope>,"enum { MC_DOWNBEAT = 0, MC_MID_STRONG = 1, MC_OTHER_TACTUS = 2, MC_SUB_TACTUS = 3 };"
src/composing/analysis/joint/jointfactadapter.cpp,56,3,<file-scope>,"enum { MC_DOWNBEAT = 0, MC_MID_STRONG = 1, MC_OTHER_TACTUS = 2, MC_SUB_TACTUS = 3 };"
src/composing/analysis/joint/jointfactadapter.cpp,58,2,<file-scope>,"enum { MV_NONE = 0, MV_STEP = 1, MV_LEAP = 2 };"
src/composing/analysis/joint/jointfactadapter.cpp,62,10000.0,round4,"return std::round(x * 10000.0) / 10000.0;   // == Python round(x, 4)"
src/composing/analysis/joint/jointfactadapter.cpp,62,10000.0,round4,"return std::round(x * 10000.0) / 10000.0;   // == Python round(x, 4)"
src/composing/analysis/joint/jointfactadapter.cpp,79,3,beatClass,if (ib == 3 && nQuarter == 4) {
src/composing/analysis/joint/jointfactadapter.cpp,79,4,beatClass,if (ib == 3 && nQuarter == 4) {
src/composing/analysis/joint/jointfactadapter.cpp,119,8,beatDurTicks,if (denominator == 8 && numerator > 3 && numerator % 3 == 0) {
src/composing/analysis/joint/jointfactadapter.cpp,119,3,beatDurTicks,if (denominator == 8 && numerator > 3 && numerator % 3 == 0) {
src/composing/analysis/joint/jointfactadapter.cpp,119,3,beatDurTicks,if (denominator == 8 && numerator > 3 && numerator % 3 == 0) {
src/composing/analysis/joint/jointfactadapter.cpp,120,3,beatDurTicks,return 3 * (4 * kTicksPerQuarter / 8);   // dotted quarter = 720
src/composing/analysis/joint/jointfactadapter.cpp,120,4,beatDurTicks,return 3 * (4 * kTicksPerQuarter / 8);   // dotted quarter = 720
src/composing/analysis/joint/jointfactadapter.cpp,120,8,beatDurTicks,return 3 * (4 * kTicksPerQuarter / 8);   // dotted quarter = 720
src/composing/analysis/joint/jointfactadapter.cpp,122,4,beatDurTicks,"return 4 * kTicksPerQuarter / denominator;   // 4/4->480, 3/2->960, 3/8->240"
src/composing/analysis/joint/jointfactadapter.cpp,176,1000000,buildGrid,for (int guard = 0; pos < scoreEnd && guard < 1000000; ++guard) {
src/composing/analysis/joint/jointfactadapter.cpp,195,2,gridIndexOf,const int mid = (lo + hi) / 2;
src/composing/analysis/joint/jointfactadapter.cpp,215,1.0,notePaddedBeat,return 1.0;
src/composing/analysis/joint/jointfactadapter.cpp,223,1.0,notePaddedBeat,return round4(offset / bd + 1.0);
src/composing/analysis/joint/jointfactadapter.cpp,259,1.0,eventMeasureBeat,"return { 0, 1.0 };"
src/composing/analysis/joint/jointfactadapter.cpp,263,2,eventMeasureBeat,const int mid = (lo + hi) / 2;
src/composing/analysis/joint/jointfactadapter.cpp,272,1.0,eventMeasureBeat,round4(static_cast<double>(tick - em.byStart[i].first) / kTicksPerQuarter + 1.0) };
src/composing/analysis/joint/jointfactadapter.cpp,283,2,melodic,const int curMidi = std::get<2>(pn[i]);
src/composing/analysis/joint/jointfactadapter.cpp,307,2,melodic,const int md = std::get<2>(nd);
src/composing/analysis/joint/jointfactadapter.cpp,319,2,melodic,return (std::abs(otherMidi - curMidi) <= 2) ? MV_STEP : MV_LEAP;
src/composing/analysis/joint/jointfactadapter.cpp,352,4,buildAdapterFacts,nQuarter = ts0.numerator() * 4 / ts0.denominator();
src/composing/analysis/joint/jointfactadapter.cpp,407,12,buildAdapterFacts,n.pc = ((nn.pitch % 12) + 12) % 12;
src/composing/analysis/joint/jointfactadapter.cpp,407,12,buildAdapterFacts,n.pc = ((nn.pitch % 12) + 12) % 12;
src/composing/analysis/joint/jointfactadapter.cpp,407,12,buildAdapterFacts,n.pc = ((nn.pitch % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationproducer.cpp,57,4,produceNotationRecord,"const DecodeResult r = decodePiece(piece, adapter, vocab, cache, 4, sigFifths, declaredMode);"
src/composing/analysis/joint/jointnotationrecord.cpp,79,12,recordAugSixthSubType,const int t = ((tonicPc % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationrecord.cpp,79,12,recordAugSixthSubType,const int t = ((tonicPc % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationrecord.cpp,79,12,recordAugSixthSubType,const int t = ((tonicPc % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationrecord.cpp,80,3,recordAugSixthSubType,const bool hasFlat3 = (sounding >> (((t + 3) % 12))) & 1u;
src/composing/analysis/joint/jointnotationrecord.cpp,80,12,recordAugSixthSubType,const bool hasFlat3 = (sounding >> (((t + 3) % 12))) & 1u;
src/composing/analysis/joint/jointnotationrecord.cpp,81,2,recordAugSixthSubType,const bool has2 = (sounding >> (((t + 2) % 12))) & 1u;
src/composing/analysis/joint/jointnotationrecord.cpp,81,12,recordAugSixthSubType,const bool has2 = (sounding >> (((t + 2) % 12))) & 1u;
src/composing/analysis/joint/jointnotationrecord.cpp,101,7,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,101,5,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,101,2,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,101,6,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,101,3,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,101,7,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,101,4,degreeFromLofDiff,"static const std::array<int, 7> kDegForResidue = { 1, 5, 2, 6, 3, 7, 4 };"
src/composing/analysis/joint/jointnotationrecord.cpp,102,7,degreeFromLofDiff,const int r = ((lofDiff % 7) + 7) % 7;
src/composing/analysis/joint/jointnotationrecord.cpp,102,7,degreeFromLofDiff,const int r = ((lofDiff % 7) + 7) % 7;
src/composing/analysis/joint/jointnotationrecord.cpp,102,7,degreeFromLofDiff,const int r = ((lofDiff % 7) + 7) % 7;
src/composing/analysis/joint/jointnotationrecord.cpp,127,3,computeModalReading,+ (run.isMajor ? 0 : 3);
src/composing/analysis/joint/jointnotationrecord.cpp,137,12,computeModalReading,const int pcOffset = (((n.pc - run.tonicPc) % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationrecord.cpp,137,12,computeModalReading,const int pcOffset = (((n.pc - run.tonicPc) % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationrecord.cpp,137,12,computeModalReading,const int pcOffset = (((n.pc - run.tonicPc) % 12) + 12) % 12;
src/composing/analysis/joint/jointnotationrecord.cpp,236,4,assembleNotationRecord,const bool hasSeventh = info.fac.has_value() && info.fac->size() == 4;
src/composing/analysis/joint/jointprimitives.cpp,50,2,degreeNum,"{ ""I"", 1 }, { ""II"", 2 }, { ""III"", 3 }, { ""IV"", 4 }, { ""V"", 5 }, { ""VI"", 6 }, { ""VII"", 7 }"
src/composing/analysis/joint/jointprimitives.cpp,50,3,degreeNum,"{ ""I"", 1 }, { ""II"", 2 }, { ""III"", 3 }, { ""IV"", 4 }, { ""V"", 5 }, { ""VI"", 6 }, { ""VII"", 7 }"
src/composing/analysis/joint/jointprimitives.cpp,50,4,degreeNum,"{ ""I"", 1 }, { ""II"", 2 }, { ""III"", 3 }, { ""IV"", 4 }, { ""V"", 5 }, { ""VI"", 6 }, { ""VII"", 7 }"
src/composing/analysis/joint/jointprimitives.cpp,50,5,degreeNum,"{ ""I"", 1 }, { ""II"", 2 }, { ""III"", 3 }, { ""IV"", 4 }, { ""V"", 5 }, { ""VI"", 6 }, { ""VII"", 7 }"
src/composing/analysis/joint/jointprimitives.cpp,50,6,degreeNum,"{ ""I"", 1 }, { ""II"", 2 }, { ""III"", 3 }, { ""IV"", 4 }, { ""V"", 5 }, { ""VI"", 6 }, { ""VII"", 7 }"
src/composing/analysis/joint/jointprimitives.cpp,50,7,degreeNum,"{ ""I"", 1 }, { ""II"", 2 }, { ""III"", 3 }, { ""IV"", 4 }, { ""V"", 5 }, { ""VI"", 6 }, { ""VII"", 7 }"
src/composing/analysis/joint/jointprimitives.cpp,57,7,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,57,2,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,57,4,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,57,5,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,57,7,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,57,9,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,57,11,<file-scope>,"const std::array<int, 7> kMajScale = { 0, 2, 4, 5, 7, 9, 11 };"
src/composing/analysis/joint/jointprimitives.cpp,58,7,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,58,2,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,58,3,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,58,5,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,58,7,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,58,8,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,58,10,<file-scope>,"const std::array<int, 7> kMinScale = { 0, 2, 3, 5, 7, 8, 10 };"
src/composing/analysis/joint/jointprimitives.cpp,64,4,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,7,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,3,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,7,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,3,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,6,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,4,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,64,8,qualTemplates,"{ ""Maj"", { 0, 4, 7 } }, { ""Min"", { 0, 3, 7 } }, { ""Dim"", { 0, 3, 6 } }, { ""Aug"", { 0, 4, 8 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,4,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,7,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,10,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,4,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,7,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,11,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,3,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,7,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,65,10,qualTemplates,"{ ""Dom7"", { 0, 4, 7, 10 } }, { ""Maj7"", { 0, 4, 7, 11 } }, { ""Min7"", { 0, 3, 7, 10 } },"
src/composing/analysis/joint/jointprimitives.cpp,66,3,qualTemplates,"{ ""MinMaj7"", { 0, 3, 7, 11 } }, { ""Dim7"", { 0, 3, 6, 9 } }, { ""HalfDim7"", { 0, 3, 6, 10 } },"
