process_order,row_id,kind,file,line,label,verdict,flag,reason
35,field|src/composing/analysis/notemodel/note_model.h|82|388,field,src/composing/analysis/notemodel/note_model.h,82,NoteEvent::tpc,PUBLISHED,CLEAN,NoteEvent::tpc - L1 published spelling fact; consumed by views + spelling-pin; correct
36,branch|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|183|416,branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,183,case in collectMarkerTicks,SURVIVES,CLEAN,ritardando marker case in the (dormant) phrase scan; correct
37,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|586|536,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,586,if in findTemporalContext,SURVIVES,FLAG,control flow inside findTemporalContext (L1 file running the full Layer-4 analyzer - upward L1->L4 dependency)
38,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|242|463,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,242,if in weightedPcView,SURVIVES,CLEAN,onset-at-region-start flag set; correct
39,crosslayer|src/composing/analysis/engravingbridge/regiontonecollector.cpp|35|641,crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,35,include engraving/dom/sig.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM sig.h
40,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|244|502,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,244,if in pitchContextOverSpan,SURVIVES,CLEAN,per-onset lowest-pitch (bass) tracking; live L3 view; correct
41,branch|src/composing/analysis/scoreharvest/metricweights.cpp|77|576,branch,src/composing/analysis/scoreharvest/metricweights.cpp,77,case in regionMetricWeightForBeatType,SURVIVES,FLAG-MINOR,"hardcoded DOWNBEAT->1.0 in regionMetricWeightForBeatType; a SECOND BeatType->weight mapping coexists with the prefs-driven beatTypeToWeight (duplication question, #6)"
42,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|320|475,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,320,if in weightedPcView,SURVIVES,CLEAN,pedal-release-absence guard in Pass 4; correct
43,branch|src/composing/analysis/notemodel/note_model.cpp|134|546,branch,src/composing/analysis/notemodel/note_model.cpp,134,if in rebuildForLoadedSpan,SURVIVES,CLEAN,"no-first-measure early return, builds empty index; correct"
44,literal|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|264|278,literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,264,0.0 in pickPeaks,ESTABLISHED,CLEAN,accumulator initializer (sumSq=0.0); not a tunable
45,literal|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|315|281,literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,315,0.0 in computePhraseBoundaryProfile,ESTABLISHED,CLEAN,vector zero-init; not a tunable
46,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|355|479,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,355,if in weightedPcView,SURVIVES,CLEAN,bass selection with the passing-tone min-weight floor; correct
47,literal|src/composing/analysis/scoreharvest/metricweights.h|58|355,literal,src/composing/analysis/scoreharvest/metricweights.h,58,8 in <file-scope>,UNFIT,FLAG-MINOR,"LOOKAHEAD_BEATS=8 look-ahead window length; hand-set hyperparameter, not established / not in a fit manifest"
48,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|180|499,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,180,if in collectPitchContext,SURVIVES,CLEAN,play/visible eligibility filter in the legacy key builder; correct
49,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|277|468,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,277,if in weightedPcView,SURVIVES,CLEAN,eligibility filter in the pedal-candidate pass; correct
50,function|src/composing/analysis/notemodel/note_model.cpp|278|249,function,src/composing/analysis/notemodel/note_model.cpp,278,overlapIndices(),SURVIVES,CLEAN,"segment-tree overlap query; live; correct (padded leaves pruned, ascending order preserved)"
51,crosslayer|src/composing/analysis/engravingbridge/spellingview.h|60|663,crosslayer,src/composing/analysis/engravingbridge/spellingview.h,60,include engraving/dom/pitchspelling.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM pitchspelling.h
52,literal|src/composing/analysis/scoreharvest/metricweights.h|57|354,literal,src/composing/analysis/scoreharvest/metricweights.h,57,16 in <file-scope>,UNFIT,FLAG-MINOR,"LOOKBACK_BEATS=16 look-back window length; hand-set hyperparameter, not in a fit manifest"
53,branch|src/composing/analysis/engravingbridge/spellingview.cpp|47|538,branch,src/composing/analysis/engravingbridge/spellingview.cpp,47,if in sharpFlatSense,SURVIVES,FLAG-MINOR,"absent-spelling guard in sharpFlatSense, which has ZERO consumers (dormant, declared Phase B)"
54,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|336|477,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,336,if in weightedPcView,SURVIVES,CLEAN,pedal-tail bass update in Pass 4; correct
55,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|147|495,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,147,if in collectPitchContext,SURVIVES,CLEAN,window lower-bound skip in the legacy key builder; correct
56,function|src/composing/analysis/notemodel/note_model.cpp|75|242,function,src/composing/analysis/notemodel/note_model.cpp,75,scoreSpan(),SURVIVES,CLEAN,"structural score-bounds helper; returns [0,0) on null/no-measures; correct"
57,crosslayer|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|39|629,crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,39,include engraving/dom/measure.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM measure.h
58,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|275|467,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,275,if in weightedPcView,SURVIVES,CLEAN,pedal-index-present guard for the Pass 4 candidate gather; correct
59,function|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|257|222,function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,257,pickPeaks(),SURVIVES,CLEAN,"Simple-Picker peak-picking (mean + k*SD); pure, correct; (dormant primitive)"
60,crosslayer|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|41|631,crosslayer,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,41,include engraving/dom/segment.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM segment.h
61,literal|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|345|285,literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,345,0.0 in computePhraseBoundaryProfile,ESTABLISHED,CLEAN,non-positive-max guard; not a tunable
62,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|240|501,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,240,if in pitchContextOverSpan,SURVIVES,CLEAN,eligibility filter (bass-map pass) in pitchContextOverSpan; live L3 view
63,function|src/composing/analysis/scoreharvest/metricweights.cpp|39|262,function,src/composing/analysis/scoreharvest/metricweights.cpp,39,beatTypeToWeight(),SURVIVES,FLAG-MINOR,"prefs-driven BeatType->weight (key path); a second BeatType->weight mapping (regionMetricWeightForBeatType, hardcoded) coexists - duplication question (#6)"
64,literal|src/composing/analysis/engravingbridge/phraseboundaryview.h|103|294,literal,src/composing/analysis/engravingbridge/phraseboundaryview.h,103,0.0 in <file-scope>,UNFIT,FLAG-MINOR,"coincidenceWeight default 0.0 = off; precision-phase knob, currently behaviorally inert"
65,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|356|514,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,356,ternary in detectOnsetSubBoundaries,SURVIVES,FLAG-MINOR,"Jaccard div-by-zero guard in detectOnsetSubBoundaries - a legacy Layer-2 segmentation detector residing in an L1-derived-views file, feeding greedyExpandSegmentation (retires R6)"
66,branch|src/composing/analysis/engravingbridge/spellingview.cpp|59|539,branch,src/composing/analysis/engravingbridge/spellingview.cpp,59,if in spanSpelling,SURVIVES,FLAG-MINOR,"skip-invalid-spelling in spanSpelling, which has zero consumers (dormant Phase B)"
67,branch|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|200|423,branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,200,if in collectMarkerTicks,SURVIVES,CLEAN,min-silence filter for the all-rest spike; correct (dormant primitive)
68,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|254|465,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,254,if in weightedPcView,SURVIVES,CLEAN,non-positive-duration skip (backward-sustain branch); correct
69,field|src/composing/analysis/slicing/slicer.h|86|401,field,src/composing/analysis/slicing/slicer.h,86,Slice::end,PUBLISHED,CLEAN,Slice::end - L2 published slice-boundary fact; consumed by the decoder; correct
70,branch|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|319|434,branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,319,if in computePhraseBoundaryProfile,SURVIVES,CLEAN,last-event boundary guard for the cue diffs; correct
71,field|src/composing/analysis/notemodel/note_model.h|90|396,field,src/composing/analysis/notemodel/note_model.h,90,NoteEvent::visible,PUBLISHED,CLEAN,NoteEvent::visible - L1 eligibility fact; consumed by passes()/slicer; correct
72,literal|src/composing/analysis/engravingbridge/regiontonecollector.cpp|367|324,literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,367,12 in weightedPcView,ESTABLISHED,CLEAN,pitch-class modulus (%12); structural
73,literal|src/composing/analysis/notemodel/note_model.cpp|268|344,literal,src/composing/analysis/notemodel/note_model.cpp,268,2 in build,ESTABLISHED,CLEAN,binary-tree child index (2*v); structural
74,literal|src/composing/analysis/engravingbridge/regiontonecollector.cpp|361|323,literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,361,0.0 in weightedPcView,ESTABLISHED,CLEAN,positive-weight guard in the fallback bass; not a tunable
75,crosslayer|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|34|656,crosslayer,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,34,include engraving/dom/segment.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM segment.h
76,branch|src/composing/analysis/scoreharvest/metricweights.cpp|44|566,branch,src/composing/analysis/scoreharvest/metricweights.cpp,44,case in beatTypeToWeight,SURVIVES,CLEAN,prefs-driven beat-type case (DOWNBEAT); correct
77,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|361|481,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,361,if in weightedPcView,SURVIVES,CLEAN,fallback bass selection when no pc clears the min-weight floor; correct
78,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|64|490,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,64,if in soundingAt,SURVIVES,CLEAN,eligibility filter in the point-in-time soundingAt view; live
79,field|src/composing/analysis/engravingbridge/regiontonecollector.h|250|380,field,src/composing/analysis/engravingbridge/regiontonecollector.h,250,SpanWindowWeights::lookaheadWeight,PUBLISHED,FLAG-MINOR,"SpanWindowWeights::lookaheadWeight config field, default 0.5; the L3 decoder passes its own, but the default is an unestablished inference magnitude"
80,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|544|531,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,544,if in findTemporalContext,SURVIVES,FLAG,eligibility skip inside findTemporalContext (L1 file running the full Layer-4 analyzer - upward L1->L4 dependency)
81,function|src/composing/analysis/notemodel/note_model.h|200|256,function,src/composing/analysis/notemodel/note_model.h,200,loadedEnd(),SURVIVES,CLEAN,loadedEnd() accessor; correct
82,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|320|509,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,320,if in detectOnsetSubBoundaries,SURVIVES,FLAG-MINOR,grace/rest skip in detectOnsetSubBoundaries - legacy L2 segmentation logic in an L1 file (retires R6 with greedy-expand)
83,branch|src/composing/analysis/engravingbridge/spellingview.cpp|64|540,branch,src/composing/analysis/engravingbridge/spellingview.cpp,64,if in spanSpelling,SURVIVES,FLAG-MINOR,"sharp-side tally branch in spanSpelling (zero consumers, dormant Phase B)"
84,branch|src/composing/analysis/scoreharvest/metricweights.cpp|45|567,branch,src/composing/analysis/scoreharvest/metricweights.cpp,45,case in beatTypeToWeight,SURVIVES,CLEAN,prefs-driven beat-type case (SIMPLE_STRESSED); correct
85,function|src/composing/analysis/scoreharvest/metricweights.cpp|131|269,function,src/composing/analysis/scoreharvest/metricweights.cpp,131,buildPedalWindowIndex(),SURVIVES,CLEAN,buildPedalWindowIndex; live (Pass 4 of weightedPcView); correct; skips sostenuto/soft pedal
86,crosslayer|src/composing/analysis/engravingbridge/regiontonecollector.cpp|30|636,crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,30,include engraving/dom/chord.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM chord.h
87,branch|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|78|403,branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,78,if in collectVoiceLines,SURVIVES,CLEAN,same-onset chord-collapse merge in collectVoiceLines; correct (dormant primitive)
88,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|311|473,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,311,if in weightedPcView,SURVIVES,CLEAN,"cross-voice boost gate (maxVoices>1, Pass 3); live spine; correct"
89,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|184|453,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,184,if in weightedPcView,SURVIVES,CLEAN,dense-start backward-pc counting filter; reproduces legacy exactly; correct
90,crosslayer|src/composing/analysis/slicing/slicer.h|75|687,crosslayer,src/composing/analysis/slicing/slicer.h,75,include composing/analysis/notemodel/note_model.h -> notemodel,LAYER-OK,CLEAN,L2 slicer includes the L1 note model - downward (correct direction)
91,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|425|522,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,425,if in detectBassMovementSubBoundaries,SURVIVES,FLAG-MINOR,bass-present guard in detectBassMovementSubBoundaries - legacy L2 detector in an L1 file (retires R6)
92,function|src/composing/analysis/engravingbridge/spellingview.cpp|44|239,function,src/composing/analysis/engravingbridge/spellingview.cpp,44,sharpFlatSense(),SURVIVES,FLAG-MINOR,"sharpFlatSense() has ZERO production consumers (only self + tests) - dormant, declared Phase B (the L3 key-spelling term)"
93,crosslayer|src/composing/analysis/engravingbridge/regiontonecollector.cpp|31|637,crosslayer,src/composing/analysis/engravingbridge/regiontonecollector.cpp,31,include engraving/dom/chordrest.h -> external,LAYER-OK,CLEAN,downward include to engraving DOM chordrest.h
94,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|252|503,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,252,if in pitchContextOverSpan,SURVIVES,CLEAN,eligibility filter (weighting pass) in pitchContextOverSpan; live L3 view
95,field|src/composing/analysis/engravingbridge/phraseboundaryview.h|114|370,field,src/composing/analysis/engravingbridge/phraseboundaryview.h,114,PhraseBoundaryParams::spikeCeilingFactor,PUBLISHED,FLAG-MINOR,PhraseBoundaryParams::spikeCeilingFactor default 1.5; unestablished inference magnitude (declared precision-phase)
96,literal|src/composing/analysis/engravingbridge/regiontonecollector.cpp|215|309,literal,src/composing/analysis/engravingbridge/regiontonecollector.cpp,215,12 in weightedPcView,ESTABLISHED,CLEAN,pitch-class modulus (%12); structural
97,branch|src/composing/analysis/engravingbridge/spellingview.cpp|72|542,branch,src/composing/analysis/engravingbridge/spellingview.cpp,72,if in spanSpelling,SURVIVES,FLAG-MINOR,"centroid divide guard (count>0) in spanSpelling (zero consumers, dormant Phase B)"
98,function|src/composing/analysis/scoreharvest/metricweights.cpp|55|263,function,src/composing/analysis/scoreharvest/metricweights.cpp,55,safeBeatType(),SURVIVES,CLEAN,safeBeatType null/invalid-safe lookup; live; correct fallback to SUBBEAT
99,function|src/composing/analysis/notemodel/note_model.h|207|259,function,src/composing/analysis/notemodel/note_model.h,207,scoreStart(),SURVIVES,CLEAN,scoreStart() accessor; correct
100,field|src/composing/analysis/notemodel/note_model.h|84|390,field,src/composing/analysis/notemodel/note_model.h,84,NoteEvent::voice,PUBLISHED,CLEAN,NoteEvent::voice - L1 published fact; consumed by phrase grouping/views; correct
101,function|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|285|223,function,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,285,computePhraseBoundaryProfile(),SURVIVES,FLAG-MINOR,"computePhraseBoundaryProfile: correct+pure, BUT dormant on production (consumers gated-off/dormant per header) - declared, load-bearing at L5 engage"
102,function|src/composing/analysis/notemodel/note_model.h|197|254,function,src/composing/analysis/notemodel/note_model.h,197,notes(),SURVIVES,CLEAN,notes() accessor returning the note vector; correct
103,branch|src/composing/analysis/engravingbridge/regiontoneprimitives.cpp|263|505,branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,263,else-if in pitchContextOverSpan,SURVIVES,CLEAN,look-ahead distance else-if branch in pitchContextOverSpan; live L3 view; correct
104,field|src/composing/analysis/engravingbridge/spellingview.h|100|382,field,src/composing/analysis/engravingbridge/spellingview.h,100,SpanSpelling::count,PUBLISHED,FLAG-MINOR,"SpanSpelling::count output field; dormant primitive, zero consumers (declared Phase B)"
105,branch|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|146|409,branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,146,if in collectMarkerTicks,SURVIVES,CLEAN,no-keysig-element skip in marker scan; correct (dormant primitive)
106,field|src/composing/analysis/notemodel/note_model.h|85|391,field,src/composing/analysis/notemodel/note_model.h,85,NoteEvent::onset,PUBLISHED,CLEAN,NoteEvent::onset - L1 core published fact; consumed everywhere; correct
107,branch|src/composing/analysis/engravingbridge/regiontonecollector.cpp|188|454,branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,188,if in weightedPcView,SURVIVES,CLEAN,distinct-pc dedup in the dense-start count; reproduces legacy; correct
108,literal|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|366|286,literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,366,0.0 in computePhraseBoundaryProfile,ESTABLISHED,CLEAN,vector zero-init (strength.resize); not a tunable
109,literal|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|315|282,literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,315,0.0 in computePhraseBoundaryProfile,ESTABLISHED,CLEAN,vector zero-init; not a tunable
110,literal|src/composing/analysis/engravingbridge/phraseboundaryview.cpp|225|271,literal,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,225,0.0 in changeRatio,ESTABLISHED,CLEAN,denominator guard (denom<=0.0); not a tunable
