file,tag,reason
src/composing/analysis/function/functionresolver.cpp,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/functionresolver.h,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/functionromannumeral.cpp,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/functionromannumeral.h,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/harmonicfunctionlayer.cpp,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/harmonicfunctionlayer.h,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/tonicizationlabeler.cpp,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/function/tonicizationlabeler.h,L3+,function layer (L5) — deferred to the L5 audit (harmonicfunctionlayer rename R7; forwardoverride/resolver are Tier-1 armed traps)
src/composing/analysis/grouping/groupinglayer.cpp,L3+,grouping for display (L6) — deferred to the L6 audit
src/composing/analysis/grouping/groupinglayer.h,L3+,grouping for display (L6) — deferred to the L6 audit
src/composing/analysis/harmony/harmonicsegmenter.cpp,RETIRES,L2-LEGACY greedy-expand segmenter impl — retires R6; #12-check kAnchorMinScore/kRound2MinScore + greedy-expand interpretation
src/composing/analysis/harmony/harmonicsegmenter.h,RETIRES,"L2-LEGACY greedy-expand segmenter — retires R6 (segment-first spine), superseded by the change-point slicer; #12-check the anchor thresholds"
src/composing/analysis/key/keymodeanalyzer.cpp,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/keymodeanalyzer.h,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/keymodeformatting.cpp,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/keymodesequence.cpp,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/keymodesequence.h,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/keyresolver.cpp,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/keyresolver.h,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/modepriorpresets.cpp,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/key/modepriorpresets.h,L3+,key/mode layer (L3) — deferred to the L3 audit (keyresolver shrinks R5; keymodesequence is the L3 survivor)
src/composing/analysis/notemodel/note_model.cpp,L1,Note-model core impl (build/tie-resolve/eligibility/query index) — Architectural Layer 1 (layer1 design §4/§6)
src/composing/analysis/notemodel/note_model.h,L1,Note-model core (NoteModel/NoteQueryIndex) — Architectural Layer 1 fact layer (layer1 design §3/§5)
src/composing/analysis/param/paramoverride.cpp,L3+,"param-override infrastructure — deferred (cross-cutting, not L1/L2)"
src/composing/analysis/param/paramoverride.h,L3+,"param-override infrastructure — deferred (cross-cutting, not L1/L2)"
src/composing/analysis/progression/progressionrecognizer.cpp,L3+,progression recognizer (L5 input) — deferred to the L5 audit
src/composing/analysis/progression/progressionrecognizer.h,L3+,progression recognizer (L5 input) — deferred to the L5 audit
src/composing/analysis/region/harmonicrhythm.h,L3+,region orchestration (L3 seam); regionanalyzer.cpp EMBEDS the legacy greedy-expand segmenter retiring R6 — deferred to the L3 audit
src/composing/analysis/region/regionanalyzer.cpp,L3+,region orchestration (L3 seam); regionanalyzer.cpp EMBEDS the legacy greedy-expand segmenter retiring R6 — deferred to the L3 audit
src/composing/analysis/region/regionanalyzer.h,L3+,region orchestration (L3 seam); regionanalyzer.cpp EMBEDS the legacy greedy-expand segmenter retiring R6 — deferred to the L3 audit
src/composing/analysis/region/sparsechordrefinement.cpp,L4-SCORER,LIVE L4 diatonic chord-QUALITY refinement impl (refineSparseChordQualityFromKeyContext/applyTonicPriorToSparseChord/forceChordTrackQualityFromKeyContext). FLAG: L4/L5 boundary (see .h) — layer home OPEN
src/composing/analysis/region/sparsechordrefinement.h,L4-SCORER,"LIVE L4 diatonic chord-QUALITY refinement surface on the region path (regionanalyzer.cpp:1003/1005; consumes the L3 key as a prior). FLAG: L4/L5 BOUNDARY — overwrites identity.quality (L4) from resolved-key (L5-flavored) post-commit; layer home OPEN, declare to Cowork (pass-1)"
src/composing/analysis/scoreharvest/metricweights.cpp,L1,Metric-weight primitive impl — L1.5 notation-derived value (layer2 design §8)
src/composing/analysis/scoreharvest/metricweights.h,L1,Metric-weight primitive (regionMetricWeightForOnsetTick) — L1.5 (layer2 design §8 metric-weight contract)
src/composing/analysis/section/cadencekeyanchor.cpp,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/cadencekeyanchor.h,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/jointkeydecision.cpp,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/jointkeydecision.h,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/localmodulationdetector.cpp,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/localmodulationdetector.h,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/sectionanalyzer.cpp,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/sectionanalyzer.h,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/section/sectioncadencedetection.cpp,L3+,section / cadence / joint-key (L3-L5); cadencekeyanchor R3 diagnostic — deferred
src/composing/analysis/slicing/slicer.cpp,L2,Change-point slicer impl — Architectural Layer 2 survivor (layer2 design §4/§5)
src/composing/analysis/slicing/slicer.h,L2,Change-point slicer (changePointSlices/Slice) — Architectural Layer 2 survivor (layer2 design §3)
src/composing/analysis/types/analysistypes.h,L4-MIXED,"cross-layer types leaf — the L4 chord types are IN SCOPE (ChordAnalyzerPreferences, ChordAnalysisTone, ChordTemporalContext, DecodeQualityLevel, ChordQuality) beside L3/L5 types (KeyModeAnalyzerPreferences/PitchContext/KeySigMode) covered by the L3 audit; only the L4-type rows are dispositioned here — split recorded per row in Task 2"
src/composing/analysis/vocabulary/harmonicvocabulary.cpp,DEFERRED,NOT L4 (see .h) — ARCHITECTURE §7 Harmonic Vocabulary impl; DORMANT L5-consumer catalog — deferred
src/composing/analysis/vocabulary/harmonicvocabulary.h,DEFERRED,"NOT L4 (inherited '(L4)' imprecise) — ARCHITECTURE §7 Harmonic Vocabulary, a queried reference catalog consumed by the L5 progression/function machinery (progressionrecognizer/functionresolver); DORMANT (no production consumer) — deferred to the L5-consumer/progression-schema audit (pass-1 finding)"
src/composing/analysis/voiceleading/textureclassifier.cpp,DEFERRED,NOT L4 — voice-leading axis-2 VL-C impl; DORMANT — deferred to the voice-leading-axis audit
src/composing/analysis/voiceleading/textureclassifier.h,DEFERRED,"NOT L4 (inherited '(L4/L5)' imprecise) — voice-leading AXIS 2 (orthogonal to the harmonic spine), VL-C texture classifier; DORMANT (no production consumer) — deferred to the voice-leading-axis audit"
src/composing/analysis/voiceleading/textureclassifierreference.h,DEFERRED,NOT L4 — voice-leading axis-2 generated reference set (VL-C centroids); deferred to the voice-leading-axis audit
src/composing/analysis/voiceleading/voiceleadingprofiles.cpp,DEFERRED,NOT L4 — voice-leading axis-2 VL-B impl; DORMANT — deferred to the voice-leading-axis audit
src/composing/analysis/voiceleading/voiceleadingprofiles.h,DEFERRED,NOT L4 — voice-leading axis-2 VL-B motion/interval profiles; DORMANT — deferred to the voice-leading-axis audit
src/composing/analysis/voiceleading/voicelinearview.cpp,DEFERRED,NOT L4 — voice-leading axis-2 VL-A impl; deferred to the voice-leading-axis audit
src/composing/analysis/voiceleading/voicelinearview.h,DEFERRED,NOT L4 — voice-leading axis-2 VL-A per-voice linear FACT view over the L1 note model; deferred to the voice-leading-axis audit
src/composing/analyzed_section.h,L3+,public output DTO — not L1/L2 analysis
src/composing/composingconfiguration.cpp,L3+,module configuration — not L1/L2 analysis
src/composing/composingconfiguration.h,L3+,module configuration — not L1/L2 analysis
src/composing/composingmodule.cpp,L3+,module registration/wiring — not L1/L2 analysis
src/composing/composingmodule.h,L3+,module registration/wiring — not L1/L2 analysis
src/composing/icomposinganalysisconfiguration.h,L3+,config interface — not L1/L2 analysis
src/composing/icomposingchordstaffconfiguration.h,L3+,config interface — not L1/L2 analysis
src/composing/icomposingconfiguration.h,L3+,config interface — not L1/L2 analysis
src/composing/intonation/CMakeLists.txt,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/equal_temperament.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/just_intonation.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/kirnberger.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/pythagorean.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/quarter_comma_meantone.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_keys.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_registry.cpp,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_system.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/tuning_utils.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/intonation/werckmeister.h,L3+,"tuning subsystem — outside the harmonic-analysis layer stack (separate concern), not L1/L2"
src/composing/tests/CMakeLists.txt,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/analyzechord_robustness_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/cadencekeyanchor_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chord_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chord_mismatch_report.txt,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordanalyzer_musicxml_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordanalyzer_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordsymbolformatter_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/chordvoicing_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/comparison_utils.h,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/comparison_utils_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/chordanalyzer_catalog_jazz.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/chordanalyzer_catalog_standard.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/chordanalyzer_context.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_compound.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_compound.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_dense.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_dense.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_pedal.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_pedal.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_steps.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/eb_steps.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/francis-poulenc-o-magnum-mysterium.mxl,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/jazz_smoke_test.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/mono_smoke_test.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/mono_smoke_test.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_dense_start.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_dense_start.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_flags.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_flags.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_grace.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_grace.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_long_sustain.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_long_sustain.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_held_melody.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_held_melody.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_ineligible.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_ineligible.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_passing.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_passing.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_release.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_release.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_rest.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_slice_rest.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_solid_theory.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_staff_eligibility.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_staff_eligibility.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_tie_chain.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_tie_chain.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_two_staff.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_two_staff.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_unison.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/nm_unison.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/organ-sonata-n1-in-e-flat-major-bwv-525-i-allegro.mxl,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/pb_chorale.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/reachback_anchor.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/reachback_anchor.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_a_minor_amb.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_c_major.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_c_minor.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_g_dom7.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_g_minor.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_modulation_cg.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_modulation_cg.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_partial_cm.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_seg_absorb.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_seg_changes.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_seg_merge.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/s1c_unison_c.mscx,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/data/solid theory.musicxml,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/decode_chord_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/decode_keymode_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/decode_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/diagnose_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/engravingbridge_branch_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/environment.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/forwardoverride_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
src/composing/tests/functioncadence_tests.cpp,L3+,test / fixture / test-data — out of L1/L2 source scope (L1/L2 regression tests noted in report P3)
