file,line,table,name_or_value,func,verdict,finding_slug,ref,note
tools/a8_rebaseline_measure.py,106,branches,,cell_class,SURVIVES,,,control-flow guard in cell_class() - live measurement/library path.
tools/a8_rebaseline_measure.py,116,functions,__init__,,SURVIVES,,,__init__(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,123,functions,add_cell,,SURVIVES,,,add_cell(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,126,branches,,add_cell,SURVIVES,,,control-flow guard in add_cell() - live measurement/library path.
tools/a8_rebaseline_measure.py,140,branches,,add_cell,SURVIVES,,,control-flow guard in add_cell() - live measurement/library path.
tools/a8_rebaseline_measure.py,142,branches,,add_cell,SURVIVES,,,control-flow guard in add_cell() - live measurement/library path.
tools/a8_rebaseline_measure.py,144,branches,,add_cell,SURVIVES,,,control-flow guard in add_cell() - live measurement/library path.
tools/a8_rebaseline_measure.py,170,functions,build_piece_grid,,SURVIVES,,,build_piece_grid(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,175,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,179,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,182,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,183,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,185,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,186,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,188,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,188,literals,2,build_piece_grid,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/a8_rebaseline_measure.py,191,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,193,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,197,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,200,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,201,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,206,branches,,build_piece_grid,SURVIVES,,,control-flow guard in build_piece_grid() - live measurement/library path.
tools/a8_rebaseline_measure.py,216,functions,batch_gate_cases,,SURVIVES,,,batch_gate_cases(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,220,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,223,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,224,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,226,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,228,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,231,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,232,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,233,branches,,batch_gate_cases,SURVIVES,,,control-flow guard in batch_gate_cases() - live measurement/library path.
tools/a8_rebaseline_measure.py,243,functions,measure_preset,,SURVIVES,,,measure_preset(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,248,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,252,io,glob,measure_preset,SURVIVES,,,glob in measure_preset() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,256,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,287,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,290,branches,,measure_preset,SURVIVES,corrupt-ours-json-folded-into-no-wir-count,F12,measure_preset `except Exception: continue` on load_analysis: a corrupt .ours.json is silently folded into the no_wir coverage count (conflates parse-failure with no-WiR-annotation); the gate denominator loses the score with no distinct 'corrupt' accounting.
tools/a8_rebaseline_measure.py,294,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,297,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,298,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,304,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,305,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,309,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,312,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,322,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,325,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,331,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,336,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,342,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,344,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,346,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,351,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,355,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,359,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,361,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,365,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,369,functions,merge_runs,,SURVIVES,,,merge_runs(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,374,branches,,merge_runs,SURVIVES,,,control-flow guard in merge_runs() - live measurement/library path.
tools/a8_rebaseline_measure.py,376,branches,,merge_runs,SURVIVES,,,control-flow guard in merge_runs() - live measurement/library path.
tools/a8_rebaseline_measure.py,379,branches,,merge_runs,SURVIVES,,,control-flow guard in merge_runs() - live measurement/library path.
tools/a8_rebaseline_measure.py,384,branches,,merge_runs,SURVIVES,,,control-flow guard in merge_runs() - live measurement/library path.
tools/a8_rebaseline_measure.py,399,branches,,measure_preset,SURVIVES,,,control-flow guard in measure_preset() - live measurement/library path.
tools/a8_rebaseline_measure.py,420,io,write_text,measure_preset,SURVIVES,,,write_text in measure_preset() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,421,io,dumps,measure_preset,SURVIVES,,,dumps in measure_preset() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,427,functions,_write_cells,,SURVIVES,,,_write_cells(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,430,branches,,_write_cells,SURVIVES,,,control-flow guard in _write_cells() - live measurement/library path.
tools/a8_rebaseline_measure.py,435,io,write_text,_write_cells,SURVIVES,,,write_text in _write_cells() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,438,functions,_write_runs,,SURVIVES,,,_write_runs(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,441,branches,,_write_runs,SURVIVES,,,control-flow guard in _write_runs() - live measurement/library path.
tools/a8_rebaseline_measure.py,445,io,write_text,_write_runs,SURVIVES,,,write_text in _write_runs() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,448,functions,build_mapping,,SURVIVES,,,build_mapping(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,454,branches,,build_mapping,SURVIVES,,,control-flow guard in build_mapping() - live measurement/library path.
tools/a8_rebaseline_measure.py,457,branches,,build_mapping,SURVIVES,,,control-flow guard in build_mapping() - live measurement/library path.
tools/a8_rebaseline_measure.py,461,branches,,build_mapping,SURVIVES,,,control-flow guard in build_mapping() - live measurement/library path.
tools/a8_rebaseline_measure.py,465,branches,,build_mapping,SURVIVES,,,control-flow guard in build_mapping() - live measurement/library path.
tools/a8_rebaseline_measure.py,487,functions,main,,SURVIVES,,,main(): live instrument function on the measurement/library path.
tools/a8_rebaseline_measure.py,504,io,mkdir,main,SURVIVES,,,mkdir in main() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,507,branches,,main,SURVIVES,,,control-flow guard in main() - live measurement/library path.
tools/a8_rebaseline_measure.py,508,io,read_text,main,SURVIVES,,,read_text in main() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,510,branches,,main,SURVIVES,,,control-flow guard in main() - live measurement/library path.
tools/a8_rebaseline_measure.py,512,branches,,main,SURVIVES,,,control-flow guard in main() - live measurement/library path.
tools/a8_rebaseline_measure.py,523,io,write_text,main,SURVIVES,,,write_text in main() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,523,io,dumps,main,SURVIVES,,,dumps in main() - read/write of the measurement I/O surface.
tools/a8_rebaseline_measure.py,527,branches,,<module-scope>,SURVIVES,,,control-flow guard in <module-scope>() - live measurement/library path.
tools/characterise_bir_false.py,39,crosslayer,compare_analyses,,SURVIVES,,,"internal import of compare_analyses - measurement-chain unification DAG (reuse, not duplication)."
tools/characterise_bir_false.py,40,crosslayer,dcml_parser,,SURVIVES,,,"internal import of dcml_parser - measurement-chain unification DAG (reuse, not duplication)."
tools/characterise_bir_false.py,50,functions,validate_corpus_dir,,SURVIVES,validate-corpus-dir-skips-music21-json-fingerprint,F14,"validate_corpus_dir fingerprints (sha256) only .ours.json, NOT the paired .music21.json ground truth. A stale/foreign music21 export passes the contamination gate undetected - yet a8's variant-(a) genuine filter + this tool's BIR gate READ .music21.json. Establishment gap in the corpus-integrity guard."
tools/characterise_bir_false.py,59,branches,,validate_corpus_dir,SURVIVES,,,control-flow guard in validate_corpus_dir() - live measurement/library path.
tools/characterise_bir_false.py,63,branches,,validate_corpus_dir,SURVIVES,,,control-flow guard in validate_corpus_dir() - live measurement/library path.
tools/characterise_bir_false.py,64,io,loads,validate_corpus_dir,SURVIVES,,,loads in validate_corpus_dir() - read/write of the measurement I/O surface.
tools/characterise_bir_false.py,64,io,read_text,validate_corpus_dir,SURVIVES,,,read_text in validate_corpus_dir() - read/write of the measurement I/O surface.
tools/characterise_bir_false.py,71,branches,,validate_corpus_dir,SURVIVES,,,control-flow guard in validate_corpus_dir() - live measurement/library path.
tools/characterise_bir_false.py,78,io,glob,validate_corpus_dir,SURVIVES,,,glob in validate_corpus_dir() - read/write of the measurement I/O surface.
tools/characterise_bir_false.py,81,branches,,validate_corpus_dir,SURVIVES,,,control-flow guard in validate_corpus_dir() - live measurement/library path.
tools/characterise_bir_false.py,86,branches,,validate_corpus_dir,SURVIVES,,,control-flow guard in validate_corpus_dir() - live measurement/library path.
tools/characterise_bir_false.py,91,branches,,validate_corpus_dir,SURVIVES,,,"control-flow guard in validate_corpus_dir() - live measurement/library path.  STRENGTH: per-stem sha256 match vs manifest - the anti-contamination (M3) mechanism, shared with a8 via import (#6)."
tools/characterise_bir_false.py,93,io,read_bytes,validate_corpus_dir,SURVIVES,,,read_bytes in validate_corpus_dir() - read/write of the measurement I/O surface.
tools/characterise_bir_false.py,94,branches,,validate_corpus_dir,SURVIVES,,,control-flow guard in validate_corpus_dir() - live measurement/library path.
tools/characterise_bir_false.py,105,literals,2,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,106,literals,3,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,107,literals,4,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,108,literals,5,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,109,literals,6,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,110,literals,7,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,111,literals,8,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,112,literals,9,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,113,literals,10,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,114,literals,11,<module-scope>,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,117,functions,pc_name,,SURVIVES,,,pc_name(): live instrument function on the measurement/library path.
tools/characterise_bir_false.py,118,branches,,pc_name,SURVIVES,,,control-flow guard in pc_name() - live measurement/library path.
tools/characterise_bir_false.py,118,literals,12,pc_name,FACT,,,"pitch-class / diatonic-degree / modular-interval constant (music theory) - e.g. note->pc, scale-degree semitone table, or octave-12 arithmetic."
tools/characterise_bir_false.py,120,functions,parse_pc_set,,SURVIVES,,,parse_pc_set(): live instrument function on the measurement/library path.
tools/characterise_bir_false.py,121,branches,,parse_pc_set,SURVIVES,,,control-flow guard in parse_pc_set() - live measurement/library path.
tools/characterise_bir_false.py,123,literals,12,parse_pc_set,FACT,,,octave = 12 semitones - pitch-class modular arithmetic (music theory).
tools/characterise_bir_false.py,125,functions,run,,SURVIVES,,,run(): live instrument function on the measurement/library path.
tools/characterise_bir_false.py,126,io,glob,run,SURVIVES,,,glob in run() - read/write of the measurement I/O surface.
tools/characterise_bir_false.py,133,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,136,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,138,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,143,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,148,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,149,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,156,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,159,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,160,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,162,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,164,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,167,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,168,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,169,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,174,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,177,literals,12,run,FACT,,,"pitch-class / diatonic-degree / modular-interval constant (music theory) - e.g. note->pc, scale-degree semitone table, or octave-12 arithmetic."
tools/characterise_bir_false.py,177,literals,12,run,FACT,,,"pitch-class / diatonic-degree / modular-interval constant (music theory) - e.g. note->pc, scale-degree semitone table, or octave-12 arithmetic."
tools/characterise_bir_false.py,182,literals,99,run,SURVIVES,,,-99 sentinel for a missing alternative rootPitchClass (never a valid pc 0-11).
tools/characterise_bir_false.py,196,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,209,literals,4,run,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,222,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,222,literals,12,run,FACT,,,octave = 12 semitones - pitch-class modular arithmetic (music theory).
tools/characterise_bir_false.py,224,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,232,functions,dump_group,,SURVIVES,,,dump_group(): live instrument function on the measurement/library path.
tools/characterise_bir_false.py,237,branches,,dump_group,SURVIVES,,,control-flow guard in dump_group() - live measurement/library path.
tools/characterise_bir_false.py,250,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,250,literals,2,run,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,254,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,254,literals,5,run,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,254,literals,2,run,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,255,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,255,literals,2,run,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,263,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,265,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,273,branches,,run,SURVIVES,,,control-flow guard in run() - live measurement/library path.
tools/characterise_bir_false.py,279,functions,main,,SURVIVES,,,main(): live instrument function on the measurement/library path.
tools/characterise_bir_false.py,290,branches,,main,SURVIVES,,,control-flow guard in main() - live measurement/library path.
tools/characterise_bir_false.py,294,literals,2,main,SURVIVES,,,structural index / slice / small numeric literal in library logic - not an inference-affecting constant.
tools/characterise_bir_false.py,302,branches,,<module-scope>,SURVIVES,,,control-flow guard in <module-scope>() - live measurement/library path.
tools/compare_analyses.py,37,branches,,<module-scope>,SURVIVES,,,control-flow guard in <module-scope>() - live measurement/library path.
tools/compare_analyses.py,38,crosslayer,dcml_parser,,SURVIVES,,,"internal import of dcml_parser - measurement-chain unification DAG (reuse, not duplication)."
tools/compare_analyses.py,47,fields,measure_number,,SURVIVES,,,Region.measure_number: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,48,fields,beat,,SURVIVES,,,Region.beat: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,49,fields,start_tick,,SURVIVES,,,Region.start_tick: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,50,fields,end_tick,,SURVIVES,,,Region.end_tick: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,51,fields,duration,,SURVIVES,,,Region.duration: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,52,fields,root_pc,,SURVIVES,,,Region.root_pc: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,53,fields,quality,,SURVIVES,,,Region.quality: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,54,fields,chord_symbol,,SURVIVES,,,Region.chord_symbol: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,55,fields,roman_numeral,,SURVIVES,,,Region.roman_numeral: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,56,fields,key,,SURVIVES,,,Region.key: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,57,fields,key_confidence,,SURVIVES,,,Region.key_confidence: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,58,fields,diatonic_to_key,,SURVIVES,,,Region.diatonic_to_key: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,59,fields,alternatives,,SURVIVES,,,Region.alternatives: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,61,fields,chord_score,,SURVIVES,,,Region.chord_score: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,62,fields,chord_score_margin,,SURVIVES,,,Region.chord_score_margin: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,63,fields,bass_pc,,SURVIVES,,,Region.bass_pc: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,64,fields,bass_is_root,,SURVIVES,,,Region.bass_is_root: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,65,fields,note_count,,SURVIVES,,,Region.note_count: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,66,fields,pitch_class_set,,SURVIVES,,,Region.pitch_class_set: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,67,fields,key_runner_up,,SURVIVES,,,Region.key_runner_up: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,72,fields,ours,,SURVIVES,,,ComparedRegion.ours: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,73,fields,theirs,,SURVIVES,,,ComparedRegion.theirs: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,74,fields,category,,SURVIVES,,,ComparedRegion.category: dataclass field on the compare surface - carried/consumed on the measurement path.
tools/compare_analyses.py,75,fields,notes,,SURVIVES,,,ComparedRegion.notes: dataclass field on the compare surface - carried/consumed on the measurement path.
